"11393"	"SRP012682"	"SRS645825"	"SRX623068"	"SRR1454695"	"<UBERON:0000344: mucosa>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11394"	"SRP012682"	"SRS524912"	"SRX413062"	"SRR1085134"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11395"	"SRP012682"	"SRS524534"	"SRX408645"	"SRR1076441"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11396"	"SRP012682"	"SRS644731"	"SRX619768"	"SRR1447215"	"<UBERON:0001637: artery>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11397"	"SRP012682"	"SRS524433"	"SRX407577"	"SRR1074385"	"<UBERON:0001264: pancreas>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11398"	"SRP012682"	"SRS649562"	"SRX636407"	"SRR1486174"	"<UBERON:0006618: atrium auricular region>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11399"	"SRP012682"	"SRS625611"	"SRX563753"	"SRR1321921"	"<UBERON:0001021: nerve>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11400"	"SRP012682"	"SRS525298"	"SRX416558"	"SRR1092038"	"<UBERON:0000992: female gonad>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11401"	"SRP012682"	"SRS645713"	"SRX622050"	"SRR1452270"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11402"	"SRP012682"	"SRS333405"	"SRX199592"	"SRR603596"	"<UBERON:0002245: cerebellar hemisphere>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11403"	"SRP012682"	"SRS648908"	"SRX634686"	"SRR1481036"	"<UBERON:0002048: lung>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11404"	"SRP012682"	"SRS648891"	"SRX634513"	"SRR1480675"	"<UBERON:0000473: testis>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11405"	"SRP012682"	"SRS629240"	"SRX575518"	"SRR1347144"	"<UBERON:0000014: zone of skin>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11406"	"SRP012682"	"SRS389974"	"SRX223492"	"SRR662990"	"<UBERON:0000178: blood>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11407"	"SRP012682"	"SRS629385"	"SRX576409"	"SRR1349433"	"<UBERON:0006618: atrium auricular region>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003100: female organism>"
"11408"	"SRP012682"	"SRS644538"	"SRX618132"	"SRR1443113"	"<UBERON:0000014: zone of skin>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11409"	"SRP012682"	"SRS627423"	"SRX570010"	"SRR1334982"	"<UBERON:0000344: mucosa>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11410"	"SRP012682"	"SRS524278"	"SRX405674"	"SRR1070713"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11411"	"SRP012682"	"SRS638130"	"SRX601646"	"SRR1405266"	"<UBERON:0000344: mucosa>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11412"	"SRP012682"	"SRS643964"	"SRX614258"	"SRR1432275"	"<UBERON:0000955: brain>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11413"	"SRP012682"	"SRS648201"	"SRX628453"	"SRR1466198"	"<UBERON:0001021: nerve>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
"11414"	"SRP012682"	"SRS639468"	"SRX607160"	"SRR1419342"	"<UBERON:0000014: zone of skin>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11415"	"SRP012682"	"SRS633872"	"SRX588447"	"SRR1374739"	"<UBERON:0001264: pancreas>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11416"	"SRP012682"	"SRS627144"	"SRX568811"	"SRR1332424"	"<UBERON:0001013: adipose tissue>"	"<UBERON:0001013: adipose tissue>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"11417"	"SRP012682"	"SRS625582"	"SRX563501"	"SRR1321283"	"<UBERON:0002084: heart left ventricle>"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"<UBERON:0003101: male organism>"
